"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/11/2019","Exxon","EXXONMOBIL    97474118","21.41","debit","Gas & Fuel","credit_spending","",""
"1/10/2019","Netflix","Netflix.com","10.99","debit","Movies & DVDs","credit_bills","",""
"1/10/2019","Village of Algonquin","VILLAGE OF ALGON W/S BILLPPD ID: 36-6005766","65.75","debit","Fees & Charges","checking_bills","",""
"1/09/2019","Target","TARGET.COM  *","31.79","debit","S: Misc","credit_spending","",""
"1/09/2019","Amazon","Amazon.com*MB15F9340","20.34","debit","Shopping","credit_spending","",""
"1/09/2019","Target","TARGET.COM  *","0.44","debit","S: Misc","credit_spending","",""
"1/09/2019","Target","TARGET.COM  *","30.90","debit","S: Misc","credit_spending","",""
"1/09/2019","Target","TARGET        00011767","47.27","debit","S: Misc","credit_spending","",""
"1/09/2019","Thorntons Inc","THORNTONS #0316","19.64","debit","Gas & Fuel","credit_spending","",""
"1/08/2019","Jewel","JEWEL-OSCO","12.42","debit","Groceries","credit_spending","",""
"1/08/2019","The UPS Store","THE UPS STORE #4073","41.58","debit","Business Services","credit_spending","",""
"1/08/2019","Wal-Mart","WALMART.COM","2.49","debit","Shopping","credit_spending","",""
"1/08/2019","Jewel","JEWEL-OSCO","120.66","debit","Groceries","credit_spending","",""
"1/06/2019","Thorntons Inc","THORNTONS #0316","24.54","debit","Gas & Fuel","credit_spending","",""
"1/06/2019","iTunes","APL*ITUNES.COM/BILL","2.99","debit","Music","credit_spending","",""
"1/06/2019","Target","TARGET.COM  *","0.30","debit","S: Misc","credit_spending","",""
"1/06/2019","Meijer","MEIJER # 206","220.22","debit","Groceries","credit_spending","",""
"1/06/2019","Facebook","FACEBK *BraveBeginning","40.00","debit","Advertising","credit_spending","",""
"1/06/2019","Cooper's Hawk Wheeling LLC","COOPER'S HAWK WHEELING","38.08","debit","Restaurants","credit_spending","",""
"1/06/2019","Amazon","Amazon.com*M21ZI67U2","37.18","debit","Shopping","credit_spending","",""
"1/06/2019","Target","TARGET        00018010","63.36","debit","S: Misc","credit_spending","",""
"1/06/2019","Target","TARGET.COM  *","25.48","debit","S: Misc","credit_spending","",""
"1/06/2019","Target","TARGET.COM  *","21.24","debit","S: Misc","credit_spending","",""
"1/06/2019","Prime Video M","Prime Video*M200D3912","5.99","debit","Movies & DVDs","credit_spending","",""
"1/06/2019","Comcast","COMCAST CHICAGO","79.95","debit","Television","credit_bills","",""
"1/04/2019","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7793905540","231.00","debit","Transfer","checking_spending","",""
"1/04/2019","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7793905539 01/04","703.00","debit","Transfer","checking_spending","",""
"1/04/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7793905540","231.00","credit","Transfer","checking_savings","",""
"1/04/2019","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","26.04","debit","S: Comic Books","credit_spending","",""
"1/04/2019","Jewel","JEWEL-OSCO","30.67","debit","Groceries","credit_spending","",""
"1/04/2019","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7793905539","703.00","credit","Transfer","checking_bills","",""
"1/04/2019","Wf Home Mtg","WF HOME MTG      AUTO PAY   0471893636      WEB ID: 1562287461","1608.19","debit","Mortgage & Rent","checking_bills","",""
"1/04/2019","Check","CHECK 868","120.00","debit","Check","checking_bills","",""
"1/03/2019","Amazon","Amazon.com*MB1M38C80","7.63","debit","Shopping","credit_spending","",""
"1/03/2019","Guys Ecomm","5GUYS 0579 ECOMM","42.70","debit","Fast Food","credit_spending","",""
"1/03/2019","Icp Stretch N","ICP*Stretch-n-Grow of McH","22.50","debit","Kids Activities","credit_spending","",""
"1/03/2019","Amazon","AMZN Mktp US*MB76H0CP0","7.51","debit","Shopping","credit_spending","",""
"1/03/2019","Amazon","Amazon.com*M293F4D32","22.08","debit","Shopping","credit_spending","",""
"1/02/2019","Transfer to credit_spending","Payment to Chase card ending in0545 01/02","5863.32","debit","Credit Card Payment","checking_spending","",""
"1/02/2019","Amazon","Amazon.com*M289V1DK2","25.76","debit","Shopping","credit_spending","",""
"1/02/2019","Amazon","Amazon.com*M299V7DJ2","11.39","debit","Shopping","credit_spending","",""
"1/02/2019","Jewel","JEWEL-OSCO","8.43","debit","Groceries","credit_spending","",""
"1/02/2019","Transfer from checking_spending","Payment Thank You-Mobile","5863.32","credit","Credit Card Payment","credit_spending","",""
"1/02/2019","Amazon","AMZN Mktp US*M288D3YP0","30.84","debit","Shopping","credit_spending","",""
"1/02/2019","Domino's Pizza","DOMINO'S 2962","25.94","debit","Fast Food","credit_spending","",""
"1/02/2019","Prime Video M","Prime Video*M20T83YR0","19.99","debit","Movies & DVDs","credit_spending","",""
"1/02/2019","Thorntons Inc","THORNTONS #0316","23.74","debit","Gas & Fuel","credit_spending","",""
"1/02/2019","Transfer from checking_bills","Payment Thank You-Mobile","388.25","credit","Credit Card Payment","credit_bills","",""
"1/02/2019","Transfer to credit_bills","Payment to Chase card ending in5444 01/02","388.25","debit","Credit Card Payment","checking_bills","",""
"1/02/2019","Ford","FORD MOTOR CR    FORDCREDITPPD ID: 3534610001","500.00","debit","Auto Payment","checking_bills","",""
"1/02/2019","Payment","PAYMENT","1608.19","credit","Loan Payment","MORTGAGE","",""
"1/01/2019","Prime Video M","Prime Video*M24UN8WL1","9.99","debit","Movies & DVDs","credit_spending","",""
"1/01/2019","Amazon","Amazon.com*M28BD46K2","16.99","debit","Shopping","credit_spending","",""
"1/01/2019","Barnes & Noble","BARNES & NOBLE #2185","6.50","debit","Books","credit_spending","",""
"1/01/2019","Amazon","Amazon.com*M21YT2YB0","30.80","debit","Shopping","credit_spending","",""
"12/31/2018","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3265.76","credit","Paycheck","checking_spending","",""
"12/31/2018","Meg Legoland Discovery","MEG*LEGOLAND DISCOVERY","32.54","debit","Credit Card Payment","credit_spending","",""
"12/31/2018","Amazon","Amazon.com*M239D1QK2","70.00","debit","Shopping","credit_spending","",""
"12/31/2018","Amazon","Amazon.com*M27986RP1","14.75","debit","Shopping","credit_spending","",""
"12/31/2018","Amazon","AMZN Mktp US*M22913QG2","40.54","debit","Shopping","credit_spending","",""
"12/31/2018","Target","TARGET        00018010","16.15","debit","S: Misc","credit_spending","",""
"12/31/2018","Jewel","JEWEL-OSCO","41.15","debit","Groceries","credit_spending","",""
"12/31/2018","Pp Color Me","PP*Color Me Mine","20.00","debit","Kids Activities","credit_spending","",""
"12/31/2018","Target","TARGET        00018010","141.22","debit","S: Misc","credit_spending","",""
"12/31/2018","Benedict La Strata","BENEDICT'S LA STRATA","20.29","debit","Restaurants","credit_spending","",""
"12/31/2018","Crystal","FRESH THYME #109 CRYSTAL","101.25","debit","Travel","credit_spending","",""
"12/31/2018","Pp Color Me","PP*Color Me Mine","20.00","debit","Kids Activities","credit_spending","",""
"12/31/2018","Southern Belles","TST* SOUTHERN BELLES","40.94","debit","Restaurants","credit_spending","",""
"12/30/2018","Nicor Gas","NICOR GAS BILL","99.52","debit","Utilities","credit_bills","",""
"12/30/2018","Amazon","AMZN Mktp US","59.89","credit","Shopping","credit_spending","",""
"12/30/2018","Dollar Tree","DOLLAR TREE","14.01","debit","Shopping","credit_spending","",""
"12/30/2018","Party City","PARTY CITY 1002","77.46","debit","Entertainment","credit_spending","",""
"12/30/2018","Target","TARGET        00011668","58.09","debit","S: Misc","credit_spending","",""
"12/30/2018","Audible.com","Audible US","14.95","debit","Books","credit_spending","",""
"12/30/2018","Amazon Music","Amazon MP3*M263K3H92","6.99","debit","Music","credit_spending","",""
"12/30/2018","Trader Joe's","TRADER JOE'S #699  QPS","243.19","debit","Groceries","credit_spending","",""
"12/30/2018","Girl Scout Cookies","GIRL SCOUT COOKIES","20.00","debit","Food & Dining","credit_spending","",""
"12/30/2018","Walgreens","WALGREENS #5284","21.83","debit","Pharmacy","credit_spending","",""
"12/30/2018","JCPenney","JCPENNEY 2950","19.05","credit","Clothing","credit_spending","",""
"12/30/2018","Doordash Houlihans","DOORDASH*HOULIHANS","61.95","debit","Restaurants","credit_spending","",""
"12/28/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7775453905","231.00","debit","Transfer","checking_spending","",""
"12/28/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7775453903 12/28","703.00","debit","Transfer","checking_spending","",""
"12/28/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7775453905","231.00","credit","Transfer","checking_savings","",""
"12/28/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7775453903","703.00","credit","Transfer","checking_bills","",""
"12/28/2018","Jewel","JEWEL-OSCO","3.86","debit","Groceries","credit_spending","",""
"12/28/2018","Amazon","AMZN Mktp US*M24564UV0","29.95","debit","Shopping","credit_spending","",""
"12/27/2018","Amazon","Amazon.com*M21TG47X0","13.91","debit","Shopping","credit_spending","",""
"12/27/2018","Lifevac Llc","LIFEVAC LLC","77.90","debit","Restaurants","credit_spending","",""
"12/27/2018","Amazon","Amazon.com*M21R822X1","33.27","debit","Shopping","credit_spending","",""
"12/25/2018","Jewel","JEWEL-OSCO","58.58","debit","Groceries","credit_spending","",""
"12/25/2018","Jewel","JEWEL-OSCO","31.15","debit","Groceries","credit_spending","",""
"12/25/2018","Prime Video M","Prime Video*M26FN7SG1","9.99","debit","Movies & DVDs","credit_spending","",""
"12/24/2018","Jewel","JEWEL-OSCO","165.26","debit","Groceries","credit_spending","",""
"12/24/2018","BP","BP#9763871CRYSTAL LAKE B","27.99","debit","Gas & Fuel","credit_spending","",""
"12/24/2018","Jewel","JEWEL-OSCO","1.22","debit","Groceries","credit_spending","",""
"12/24/2018","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","35.99","debit","Fast Food","credit_spending","",""
"12/23/2018","Prime Video M","Prime Video*M23YR0QH0","3.99","debit","Movies & DVDs","credit_spending","",""
"12/23/2018","Chick-Fil-A","CHICK-FIL-A #02845","27.65","debit","Fast Food","credit_spending","",""
"12/23/2018","Home Depot","THE HOME DEPOT 1940","21.89","debit","Home Improvement","credit_spending","",""
"12/23/2018","Playstation Network","SIE*PLAYSTATIONNETWORK","44.99","debit","Entertainment","credit_spending","",""
"12/23/2018","Jewel","JEWEL-OSCO","75.85","debit","Groceries","credit_spending","",""
"12/21/2018","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3950.46","credit","Paycheck","checking_spending","",""
"12/21/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7753526904 12/21","703.00","debit","Transfer","checking_spending","",""
"12/21/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7753526903","231.00","debit","Transfer","checking_spending","",""
"12/21/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7753526903","231.00","credit","Transfer","checking_savings","",""
"12/21/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7753526904","703.00","credit","Transfer","checking_bills","",""
"12/21/2018","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","31.43","debit","S: Comic Books","credit_spending","",""
"12/21/2018","Michaels","MICHAELS STORES 4802","7.54","debit","Hobbies","credit_spending","",""
"12/21/2018","Jewel","JEWEL-OSCO","104.74","debit","Groceries","credit_spending","",""
"12/21/2018","Wendy's","WENDY'S 7002","6.62","debit","Fast Food","credit_spending","",""
"12/21/2018","Thorntons Inc","THORNTONS #0316","22.87","debit","Gas & Fuel","credit_spending","",""
"12/20/2018","L.L. Bean","LLBEAN-DIRECT","132.71","debit","Clothing","credit_spending","",""
"12/20/2018","Jewel","JEWEL-OSCO","6.36","debit","Groceries","credit_spending","",""
"12/20/2018","Jewel","JEWEL-OSCO","27.46","debit","Groceries","credit_spending","",""
"12/20/2018","Jewel","JEWEL-OSCO","21.11","debit","Groceries","credit_spending","",""
"12/18/2018","Playstation Network","PLAYSTATION NETWORK","5.99","debit","Entertainment","credit_spending","",""
"12/18/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"12/18/2018","Playstation Network","PLAYSTATION NETWORK","9.99","debit","Entertainment","credit_spending","",""
"12/18/2018","Jewel","JEWEL-OSCO","8.12","debit","Groceries","credit_spending","",""
"12/18/2018","Jewel","JEWEL-OSCO","96.28","debit","Groceries","credit_spending","",""
"12/17/2018","Interest","INTEREST PAYMENT","0.02","credit","Interest Income","checking_spending","",""
"12/17/2018","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","checking_savings","",""
"12/17/2018","Morettis Ristorante Pi","MORETTIS RISTORANTE & PI","82.68","debit","Restaurants","credit_spending","",""
"12/17/2018","Home Depot","THE HOME DEPOT 1940","46.24","debit","Home Improvement","credit_spending","",""
"12/17/2018","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","checking_bills","",""
"12/16/2018","Amazon","Amazon.com*M26DH8420","0.64","debit","Shopping","credit_spending","",""
"12/16/2018","Target","TARGET        00018010","219.11","debit","S: Misc","credit_spending","",""
"12/16/2018","Target","TARGET        00018010","42.49","credit","Shopping","credit_spending","",""
"12/16/2018","Etsy.com","ETSY.COM","34.99","debit","Shopping","credit_spending","",""
"12/16/2018","Prime Video M","Prime Video*M28E03LG0","14.99","debit","Movies & DVDs","credit_spending","",""
"12/16/2018","Amazon","AMZN Mktp US*M25SP4FA0","21.24","debit","Shopping","credit_spending","",""
"12/14/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7733489706 12/14","703.00","debit","Transfer","checking_spending","",""
"12/14/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7733489699","231.00","debit","Transfer","checking_spending","",""
"12/14/2018","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3241.89","credit","Paycheck","checking_spending","",""
"12/14/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7733489699","231.00","credit","Transfer","checking_savings","",""
"12/14/2018","Jewel","JEWEL-OSCO","73.03","debit","Groceries","credit_spending","",""
"12/14/2018","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","25.14","debit","S: Comic Books","credit_spending","",""
"12/14/2018","Thorntons Inc","THORNTONS #0316","21.01","debit","Gas & Fuel","credit_spending","",""
"12/14/2018","Dt Duluth Trading","DT *DULUTH TRADING CO","65.28","credit","Credit Card Payment","credit_spending","",""
"12/14/2018","Jewel","JEWEL-OSCO","8.79","debit","Groceries","credit_spending","",""
"12/14/2018","Commonwealth Ed Online","COMMONWEALTH ED  ONLINE PMT CKF323729887POS WEB ID: 1061291316","78.62","debit","Credit Card Payment","checking_bills","",""
"12/14/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7733489706","703.00","credit","Transfer","checking_bills","",""
"12/14/2018","Mtg Ins Payment","MTG INS PMT","80.85","credit","Loan Payment","MORTGAGE","",""
"12/13/2018","Michaels","MICHAELS STORES 4802","14.01","credit","Hobbies","credit_spending","",""
"12/13/2018","Jewel","JEWEL-OSCO","17.01","debit","Groceries","credit_spending","",""
"12/13/2018","L.L. Bean","LLBEAN-DIRECT","87.57","debit","Clothing","credit_spending","",""
"12/13/2018","AT&T","AT&T*BILL PAYMENT","189.86","debit","Home Phone","credit_bills","",""
"12/13/2018","Check","CHECK 867","195.00","debit","Check","checking_bills","",""
"12/13/2018","Village of Algonquin","VILLAGE OF ALGON W/S BILLPPD ID: 36-6005766","65.75","debit","Fees & Charges","checking_bills","",""
"12/12/2018","Prime Video M","Prime Video*M07M58KY2","3.99","debit","Movies & DVDs","credit_spending","",""
"12/12/2018","Exxon","EXXONMOBIL    96272091","19.69","debit","Gas & Fuel","credit_spending","",""
"12/12/2018","County Farm Bagels","COUNTY FARM BAGELS","11.68","debit","Fast Food","credit_spending","",""
"12/12/2018","Marianos","MARIANOS #544","68.22","debit","Gift","credit_spending","",""
"12/12/2018","Orkin LLC","ORKIN  LLC 002","90.10","debit","Home Services","credit_bills","",""
"12/12/2018","Hulu","HLU*Hulu 152535975129-U","11.99","debit","Movies & DVDs","credit_bills","",""
"12/11/2018","Target","TARGET        00018010","55.98","debit","S: Misc","credit_spending","",""
"12/11/2018","Buona","BUONA ALGONQUIN #20","22.39","debit","Fast Food","credit_spending","",""
"12/10/2018","Amazon","AMZN Mktp US*M00HR1DF2","10.99","debit","Shopping","credit_spending","",""
"12/10/2018","Prime Video M","Prime Video*M04OK07H0","19.99","debit","Movies & DVDs","credit_spending","",""
"12/10/2018","Netflix","Netflix.com","10.99","debit","Movies & DVDs","credit_bills","",""
"12/09/2018","Wal-Mart","WAL-MART #5060","148.91","debit","Shopping","credit_spending","",""
"12/09/2018","Amazon","AMZN Mktp US*M05QV8SY0","31.86","debit","Shopping","credit_spending","",""
"12/09/2018","Amazon","AMZN Mktp US*M02HR0KF1","59.89","debit","Shopping","credit_spending","",""
"12/09/2018","Taco Bell","TACO BELL #32100","17.20","debit","Fast Food","credit_spending","",""
"12/09/2018","Target","TARGET.COM  *","84.98","debit","S: Misc","credit_spending","",""
"12/07/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7709017776 12/07","703.00","debit","Transfer","checking_spending","",""
"12/07/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7709017775","231.00","debit","Transfer","checking_spending","",""
"12/07/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7709017775","231.00","credit","Transfer","checking_savings","",""
"12/07/2018","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","53.43","debit","S: Comic Books","credit_spending","",""
"12/07/2018","Amazon","Amazon.com*M09FH8852","44.52","debit","Shopping","credit_spending","",""
"12/07/2018","Thorntons Inc","THORNTONS #0316","20.81","debit","Gas & Fuel","credit_spending","",""
"12/07/2018","Target","TARGET        00018010","361.62","debit","S: Misc","credit_spending","",""
"12/07/2018","Panera Bread","PANERA BREAD #203286","17.00","debit","Fast Food","credit_spending","",""
"12/07/2018","Wf Home Mtg","WF HOME MTG      AUTO PAY   0471893636      WEB ID: 1562287461","1608.19","debit","Mortgage & Rent","checking_bills","",""
"12/07/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7709017776","703.00","credit","Transfer","checking_bills","",""
"12/06/2018","Transfer to credit_spending","Payment to Chase card ending in0545 12/06","5894.57","debit","Credit Card Payment","checking_spending","",""
"12/06/2018","Transfer from checking_savings","Online Transfer from SAV ...6356transaction#: 7730750009","3000.00","credit","Transfer","checking_spending","",""
"12/06/2018","Transfer to checking_spending","Online Transfer to CHK ...4774 transaction#: 7730750009 12/06","3000.00","debit","Transfer","checking_savings","",""
"12/06/2018","Jewel","JEWEL-OSCO","1.53","debit","Groceries","credit_spending","",""
"12/06/2018","Jewel","JEWEL-OSCO","28.31","debit","Groceries","credit_spending","",""
"12/06/2018","iTunes","APL*ITUNES.COM/BILL","2.99","debit","Music","credit_spending","",""
"12/06/2018","Transfer from checking_spending","Payment Thank You - Web","5894.57","credit","Credit Card Payment","credit_spending","",""
"12/06/2018","Dog Walk","DOG WALK","12.45","debit","Fast Food","credit_spending","",""
"12/06/2018","Amazon","AMZN Mktp US","17.98","credit","Shopping","credit_spending","",""
"12/06/2018","Amazon","AMZN Mktp US","6.87","credit","Shopping","credit_spending","",""
"12/06/2018","Transfer from checking_bills","Payment Thank You - Web","405.87","credit","Credit Card Payment","credit_bills","",""
"12/06/2018","Transfer to credit_bills","Payment to Chase card ending in5444 12/06","405.87","debit","Credit Card Payment","checking_bills","",""
"12/05/2018","Thorntons Inc","THORNTONS #0316","26.18","debit","Gas & Fuel","credit_spending","",""
"12/05/2018","Comcast","COMCAST CHICAGO","79.95","debit","Television","credit_bills","",""
"12/05/2018","Payment","PAYMENT","1608.19","credit","Loan Payment","MORTGAGE","",""
"12/04/2018","JCPenney","JCPENNEY.COM","6.35","credit","Clothing","credit_spending","",""
"12/04/2018","Amazon","AMZN Mktp US*M099A1MU2","12.99","debit","Shopping","credit_spending","",""
"12/04/2018","Etsy.com","Etsy.com - WesleyandJade","12.80","debit","Shopping","credit_spending","",""
"12/04/2018","Jewel","JEWEL.COM #3291","178.53","debit","Groceries","credit_spending","",""
"12/04/2018","Wal-Mart","WALMART.COM","35.56","debit","Shopping","credit_spending","",""
"12/04/2018","Icp Stretch N","ICP*Stretch-n-Grow of McH","15.00","debit","Kids Activities","credit_spending","",""
"12/04/2018","Jewel","JEWEL-OSCO","5.38","debit","Groceries","credit_spending","",""
"12/04/2018","Payment","PAYMENT","1608.19","credit","Loan Payment","MORTGAGE","",""
"12/03/2018","Check","CHECK 1351","45.00","debit","Check","checking_spending","",""
"12/03/2018","Bear Paddle Swim","BEAR PADDLE SWIM SCHOOL -","90.00","debit","Tuition","credit_spending","",""
"12/03/2018","Patreon Membership","PATREON* MEMBERSHIP","4.00","debit","Entertainment","credit_spending","",""
"12/03/2018","Ford","FORD MOTOR CR    FORDCREDITPPD ID: 3534610001","500.00","debit","Auto Payment","checking_bills","",""
"12/02/2018","Fandango","FANDANGO.COM","29.00","debit","Movies & DVDs","credit_spending","",""
"12/02/2018","Thorntons Inc","THORNTONS #0316","18.93","debit","Gas & Fuel","credit_spending","",""
"12/02/2018","AMC","AMC LAKE IN HILLS #6501","6.79","debit","Movies & DVDs","credit_spending","",""
"12/02/2018","Wickstrom Auto Group","WICKSTROM AUTO GROUP","194.28","debit","Service & Parts","credit_spending","",""
"12/02/2018","Texan Bbq","THE TEXAN BBQ","52.41","debit","Restaurants","credit_spending","",""
"12/02/2018","Walgreens","WALGREENS #5284","7.31","debit","Pharmacy","credit_spending","",""
"12/02/2018","Amazon","AMZN Mktp US*M02IP8PT2","31.72","debit","Shopping","credit_spending","",""
"12/02/2018","JCPenney","JCPENNEY.COM","44.50","debit","Clothing","credit_spending","",""
"12/02/2018","AMC","AMC LAKE IN HILLS #6501","14.12","debit","Movies & DVDs","credit_spending","",""
"12/02/2018","Tommy Red Hots","TOMMY'S RED HOTS","31.16","debit","Fast Food","credit_spending","",""
"12/02/2018","Orchard Meats Deli","ORCHARD MEATS DELI & WINE","79.76","debit","Restaurants","credit_spending","",""
"12/02/2018","Target","TARGET        00011668","22.72","debit","S: Misc","credit_spending","",""
"12/02/2018","Panera Bread","PANERA BREAD #203291","24.25","debit","Fast Food","credit_spending","",""
"12/02/2018","Ereplacementparts.com","eReplacementparts.com","18.75","debit","Home Improvement","credit_spending","",""
"11/30/2018","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 7689566455 11/30","703.00","debit","Transfer","checking_spending","",""
"11/30/2018","Transfer to checking_savings","Online Transfer to  SAV ...6356transaction#: 7689566452","231.00","debit","Transfer","checking_spending","",""
"11/30/2018","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","3241.90","credit","Paycheck","checking_spending","",""
"11/30/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7689566452","231.00","credit","Transfer","checking_savings","",""
"11/30/2018","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 7689566455","703.00","credit","Transfer","checking_bills","",""
"11/30/2018","Beyond Tomorrow Comics","BEYOND TOMORROW COMICS","26.04","debit","S: Comic Books","credit_spending","",""
"11/30/2018","Rakuten.com","Rakuten.com","25.02","debit","Electronics & Software","credit_spending","",""
"11/30/2018","Crystal","FRESH THYME #109 CRYSTAL","18.27","debit","Travel","credit_spending","",""
"11/30/2018","Audible.com","Audible US","14.95","debit","Books","credit_spending","",""
"11/30/2018","Chipotle","CHIPOTLE 2298","18.60","debit","Fast Food","credit_spending","",""
"11/30/2018","Jewel","JEWEL-OSCO","20.46","debit","Groceries","credit_spending","",""
"11/30/2018","Home Depot","THE HOME DEPOT 1913","31.88","debit","Home Improvement","credit_spending","",""
"11/30/2018","Michaels","MICHAELS.COM","14.88","debit","Hobbies","credit_spending","",""
"11/29/2018","Walgreens","WALGREENS #5284","19.34","debit","Pharmacy","credit_spending","",""
"11/29/2018","Target","TARGET        00018010","63.78","debit","S: Misc","credit_spending","",""
"11/29/2018","JCPenney","JCPENNEY.COM","12.72","debit","Clothing","credit_spending","",""
"11/29/2018","Amazon","Amazon.com*M04KE9PP1","20.39","debit","Shopping","credit_spending","",""
"11/29/2018","Jd's Q & Brew","JD'S Q & BREW","79.06","debit","Restaurants","credit_spending","",""
"11/29/2018","Michaels","MICHAELS.COM","57.35","debit","Hobbies","credit_spending","",""
"11/29/2018","Michaels","MICHAELS STORES 4802","107.21","debit","Hobbies","credit_spending","",""
"11/29/2018","Check","CHECK 866","120.00","debit","Check","checking_bills","",""
"11/28/2018","ATM Cash Deposit","ATM CASH DEPOSIT 11/28 1350 E ALGONQUIN RD ALGONQUIN IL","450.00","credit","Income","checking_spending","",""
"11/28/2018","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","75.00","credit","Income","checking_spending","",""
"11/28/2018","Target","TARGET.COM  *","0.19","debit","S: Misc","credit_spending","",""
"11/28/2018","Amazon","Amazon.com*M092873X0","10.61","debit","Shopping","credit_spending","",""
"11/28/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"11/28/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"11/28/2018","Amazon","Amazon.com*M05QQ03D1","13.26","debit","Shopping","credit_spending","",""
"11/28/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"11/28/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"11/28/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"11/28/2018","Amazon","Amazon.com*M029B3JY2","46.62","debit","Shopping","credit_spending","",""
"11/28/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"11/28/2018","Target","TARGET.COM  *","16.14","debit","S: Misc","credit_spending","",""
"11/28/2018","Playstation Network","PLAYSTATION NETWORK","3.99","debit","Entertainment","credit_spending","",""
"11/28/2018","Nicor Gas","NICOR GAS BILL","55.96","debit","Utilities","credit_bills","",""
"11/27/2018","Amazon","Amazon.com*M012N9JI0","27.94","debit","Shopping","credit_spending","",""
"11/27/2018","Etsy.com","Etsy.com - RoyalTees17","22.94","debit","Shopping","credit_spending","",""
"11/27/2018","Prime Video M","Prime Video*M06U28EC1","7.99","debit","Movies & DVDs","credit_spending","",""
"11/27/2018","Amazon","AMZN Mktp US*M086A1JC0","3.38","debit","Shopping","credit_spending","",""
"11/27/2018","Prime Video M","Prime Video*M01IT2JK0","4.99","debit","Movies & DVDs","credit_spending","",""
"11/26/2018","Jewel","JEWEL.COM #3291","185.62","debit","Groceries","credit_spending","",""
"11/26/2018","Jewel","JEWEL-OSCO","45.38","debit","Groceries","credit_spending","",""
"11/25/2018","Domino's Pizza","DOMINO'S 2962","31.86","debit","Fast Food","credit_spending","",""
"11/25/2018","Amazon","Amazon.com*M03BA4LD2","43.55","debit","Shopping","credit_spending","",""
"11/25/2018","Wal-Mart","WAL-MART #5060","40.00","debit","Shopping","credit_spending","",""
"11/25/2018","Amazon","AMZN Mktp US*M06O16FG2","33.98","debit","Shopping","credit_spending","",""
"11/25/2018","Jewel","JEWEL-OSCO","43.49","debit","Groceries","credit_spending","",""
"11/25/2018","Target","TARGET.COM  *","17.27","debit","S: Misc","credit_spending","",""
"11/25/2018","Great Courses Plus","THE GREAT COURSES PLUS","19.99","debit","Restaurants","credit_spending","",""
