"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/02/2017","Payment","PAYMENT","1668.72","credit","Loan Payment","MORTGAGE","",""
"5/01/2017","Buona Beef Algonquin","BUONA BEEF ALGONQUIN","37.66","debit","Food & Dining","credit_spending","",""
"5/01/2017","Amazon","AMAZON MKTPLACE PMTS","18.40","debit","Shopping","credit_spending","",""
"5/01/2017","Home Depot","THE HOME DEPOT #1940","34.94","debit","Home Improvement","credit_spending","",""
"5/01/2017","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","35.25","debit","Fast Food","credit_spending","",""
"5/01/2017","El Molino Restaurant","EL MOLINO RESTAURANT","69.03","debit","Restaurants","credit_spending","",""
"5/01/2017","Home Depot","THE HOME DEPOT #1940","34.95","debit","Home Improvement","credit_spending","",""
"5/01/2017","BP","BP#8974966NORTHBROOK BP","30.41","debit","Gas & Fuel","credit_spending","",""
"5/01/2017","Jewel","JEWEL #3310","114.97","debit","S: Groceries","credit_spending","",""
"5/01/2017","Ford","FORD MOTOR CR    FORDCREDITPPD ID: 3534610001","500.00","debit","B: Auto Payment","checking_bills","",""
"5/01/2017","Payment","PAYMENT","1668.72","credit","Loan Payment","MORTGAGE","",""
"4/30/2017","Amazon Video","Amazon Video On Demand","19.99","debit","S: Misc","credit_spending","",""
"4/30/2017","Five Guys","5GUYS 0525 QSR","14.51","debit","Fast Food","credit_spending","",""
"4/30/2017","Which Wich","WHICH WICH","9.70","debit","Fast Food","credit_spending","",""
"4/28/2017","Beyond Tomorrow Comics & Cards","BEYOND TOMORROW COMICS","35.91","debit","S: Comic Books","credit_spending","",""
"4/28/2017","Jd Q Brew","JD'S Q & BREW","16.88","debit","Restaurants","credit_spending","",""
"4/28/2017","Transfer to checking_bills","Online Transfer to  CHK ...4717transaction#: 6165646218","1184.00","debit","Transfer","checking_spending","",""
"4/28/2017","Kranze Technolog Quickbooks","KRANZE TECHNOLOG QUICKBOOKSPPD ID: 1722616653","2934.91","credit","Paycheck","checking_spending","",""
"4/28/2017","Transfer to checking_savings","Online Transfer to  MMA ...6356transaction#: 6165646213","231.00","debit","T: Savings","checking_spending","",""
"4/28/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6165646213","231.00","credit","Transfer","checking_savings","",""
"4/28/2017","Transfer from checking_spending","Online Transfer from  CHK ...4774 transaction#: 6165646218","1184.00","credit","Transfer","checking_bills","",""
"4/28/2017","Contribution Sep Contribution Sep Contribution (cash)","CONTRIBUTION SEP CONTRIBUTION SEP CONTRIBUTION  (Cash)","572.73","credit","Deposit","SEP-IRA","",""
"4/28/2017","Interest Earned Fdic Insured Deposit At Us Bank Ira Not (quscq) (cash)","INTEREST EARNED  FDIC INSURED DEPOSIT AT US BANK IRA NOT (QUSCQ) (Cash)","0.03","credit","Investments","SEP-IRA","",""
"4/28/2017","Interest Earned Fdic Insured Deposit At Bny Mellon Ira (qbyiq) (cash)","INTEREST EARNED  FDIC INSURED DEPOSIT AT BNY MELLON IRA (QBYIQ) (Cash)","0.32","credit","Investments","SEP-IRA","",""
"4/27/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"4/27/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"4/27/2017","Jewel","JEWEL #3310","15.35","debit","S: Groceries","credit_spending","",""
"4/27/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"4/27/2017","Playstation Network","PLAYSTATION NETWORK","22.93","debit","Entertainment","credit_spending","",""
"4/27/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"4/27/2017","Amazon","AMAZON MKTPLACE PMTS","11.25","debit","Shopping","credit_spending","",""
"4/27/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"4/27/2017","Playstation Network","PLAYSTATION NETWORK","5.00","debit","Entertainment","credit_spending","",""
"4/26/2017","Huemann Water Management Inc","HUEMANN WATER MANAGEME","97.08","debit","Shopping","credit_spending","",""
"4/26/2017","Amazon","AMAZON MKTPLACE PMTS","7.74","debit","Shopping","credit_spending","",""
"4/26/2017","Marianos","MARIANOS      00085324","8.41","debit","Groceries","credit_spending","",""
"4/26/2017","Old Navy","OLD NAVY ON-LINE","30.04","debit","Clothing","credit_spending","",""
"4/26/2017","Amazon","Amazon.com","25.08","debit","Shopping","credit_spending","",""
"4/26/2017","The UPS Store","THE UPS STORE #4073","6.43","debit","Business Services","credit_spending","",""
"4/26/2017","Amazon Video","Amazon Video On Demand","4.99","debit","S: Misc","credit_spending","",""
"4/26/2017","Friendship House","FRIENDSHIP HOUSE ONLIN","500.80","debit","B: Daycare","credit_bills","",""
"4/25/2017","Naf Naf Grill","NAF NAF GRILL 013","11.91","debit","S: Restaurant","credit_spending","",""
"4/25/2017","Potbelly Sandwich Works","POTBELLY #286","12.98","debit","Fast Food","credit_spending","",""
"4/25/2017","Thorntons","THORNTONS #316","3.04","debit","S: Gas","credit_spending","",""
"4/25/2017","Amazon","AMAZON MKTPLACE PMTS","56.77","debit","Shopping","credit_spending","",""
"4/25/2017","AT&T","AT&T*BILL PAYMENT","171.74","debit","Home Phone","credit_bills","",""
"4/24/2017","Center G","71810 - LAKESIDE CENTER G","23.00","debit","Parking","credit_spending","",""
"4/24/2017","BP","BP#8941106MCHENRY BP 154","27.44","debit","Gas & Fuel","credit_spending","",""
"4/24/2017","Jewel","JEWEL #3310","258.13","debit","S: Groceries","credit_spending","",""
"4/24/2017","Gap","GAP ONLINE","31.86","debit","Clothing","credit_spending","",""
"4/24/2017","Gap","GAP ONLINE","89.23","debit","Clothing","credit_spending","",""
"4/24/2017","The Algonquin Sub Shop","THE ALGONQUIN SUB SHOP","25.73","debit","Fast Food","credit_spending","",""
